id,trade_date,setup_name,direction,grade,score,ts_et,spot,charm_limit_entry,abs_es_price,lis,target,Column1,max_plus_gex,max_minus_gex,gap_to_lis,paradigm,vix,overvix,greek_alignment,spot_vol_beta,outcome_result,outcome_pnl,outcome_max_profit,outcome_max_loss,outcome_elapsed_min,outcome_first_event,outcome_target_level,outcome_stop_level,bofa_stop_level,bofa_target_level,abs_vol_ratio,vanna_all,vanna_weekly,vanna_monthly,comments
834,16-03-2026,DD Exhaustion,long,A,55,40:06.0,6690.67,,,,,6690.67,,,,BOFA-PURE,24.59,,3,-1.6,WIN,13.2,21.37,2.6,135,target,6707.04,6678.67,,,,7186075889,105138726.4,1221184266,
835,16-03-2026,Skew Charm,long,B,55,40:38.3,6689.07,,,,6699.07,10,,,,BOFA-PURE,24.58,,3,-1.6,WIN,9.3,16.58,2.41,63,target,6697.65,6669.07,,,,7186075889,105138726.4,1221184266,
837,16-03-2026,Skew Charm,long,B,60,10:38.6,6700.57,,,,6710.57,10,,,,BOFA-PURE,24.22,,3,-1.96,WIN,6.7,11.47,-6.79,113,target,6704.04,6680.57,,,,7338987941,307140144.9,1494491301,
838,16-03-2026,Skew Charm,short,B,60,14:37.6,6703.75,6711.5,,,6693.75,10,,,,BOFA-PURE,24.07,,-1,-1.99,LOSS,-20,9.97,-26.04,116,stop,,6723.75,,,,7398527136,387703048.1,1608910768,
839,16-03-2026,DD Exhaustion,short,A,57,17:06.5,6700.53,6717.5,,,,6700.53,,,,BOFA-PURE,24.18,,-1,-2.09,LOSS,-12,6.75,-20.59,113,stop,,6712.53,,,,7429513439,422655030,1658268071,
836,16-03-2026,BofA Scalp,short,A+,95,28:37.6,6704.35,,,6699,6687.3,17.05,,,4.35,BOFA-PURE,24.04,,-3,-1.85,EXPIRED,-7.1,4.03,-7.86,30,timeout,6687.3,6711,6711,6687.3,,7260838552,201071066.1,1356620080,
841,16-03-2026,DD Exhaustion,long,A-Entry,40,30:37.8,6702.44,,,,,6702.44,,,,BOFA-PURE,24.07,,3,-2.17,LOSS,-12,2.11,-12.75,20,stop,,6690.44,,,,7419597659,412822224.3,1648092807,
840,16-03-2026,ES Absorption,bullish,B,38.4,41:10.3,6698.79,,6706,6700,,6698.79,6735,6675,2.75,BOFA-PURE,24.15,,1,,LOSS,-8,2.75,-8.5,9,stop,6711.75,6693.75,,,3.2,7395000669,385608715.6,1611956961,Vol 3.2x | Div 2/4 | LIS: 6700 (6pt)
842,16-03-2026,Skew Charm,long,B,60,42:06.3,6699.06,,,,6709.06,10,,,,BOFA-PURE,24.13,,3,-2.08,WIN,7.5,12.98,-5.28,82,target,6704.04,6679.06,,,,7325384431,338226973.1,1517314231,
843,16-03-2026,DD Exhaustion,long,A-Entry,40,58:55.0,6698.13,,,,,6698.13,,,,BOFA-PURE,24.08,,3,-2.12,WIN,18.3,31.66,-1.46,72,target,6724.79,6686.13,,,,7265609515,249314276.7,1402497820,
844,16-03-2026,BofA Scalp,short,A,75,59:25.2,6698.13,6708,,6701,6688.13,10,,,2.87,BOFA-PURE,24.05,,-3,-2.12,EXPIRED,-8.3,1.46,-11.33,30,timeout,6688.13,6713,6713,6688.13,,7265609515,249314276.7,1402497820,
845,16-03-2026,Skew Charm,long,B,55,07:55.4,6704.8,,,,6714.8,10,,,,BOFA-PURE,23.84,,3,-2.31,WIN,13.5,24.99,-2.18,63,target,6721.79,6684.8,,,,7322581781,297540063.5,1483682374,
846,16-03-2026,BofA Scalp,long,A+,90,12:09.0,6702.68,,,6700,6712.68,10,,,2.68,BOFA-PURE,23.79,,1,-2.31,EXPIRED,7.9,8.08,0.09,30,timeout,6712.68,6688,6688,6712.68,,7297097228,272088094.3,1450580016,
847,16-03-2026,DD Exhaustion,short,A,60,13:39.2,6702.77,6716,,,,6702.77,,,,BOFA-PURE,23.81,,-1,-2.4,LOSS,-12,0.15,-18.35,56,stop,,6714.77,,,,7404714437,406350412.1,1630335087,
848,16-03-2026,Skew Charm,short,B,55,21:09.2,6707.68,6717.5,,,6697.68,10,,,,BOFA-PURE,23.66,,-1,-2.41,LOSS,-20,5.06,-22.11,49,stop,,6727.68,,,,7479799962,484705954.1,1731737672,
849,16-03-2026,ES Absorption,bearish,B,39.1,28:49.7,6707.03,6717.5,6709.5,6661,,6707.03,6725,6675,48.5,BOFA-PURE,23.62,,-1,,LOSS,-8,1.25,-24.75,41,stop,6699.5,6717.5,,,5.8,7463385250,468556885.8,1708643675,Vol 5.8x | Div 1/4
850,16-03-2026,DD Exhaustion,short,A+,85,43:39.8,6709.59,6717.5,,,,6709.59,,,,BOFA-PURE,23.56,,-1,-2.49,LOSS,-12,6.97,-20.2,27,stop,,6721.59,,,,7451440894,456175873.6,1684312702,
851,16-03-2026,Skew Charm,short,C,43,52:39.6,6709.18,6717.5,,,6699.18,10,,,,BOFA-PURE,23.61,,-1,-2.53,LOSS,-20,6.56,-20.61,18,stop,,6729.18,,,,7499453003,500379177.4,1739011975,
852,16-03-2026,DD Exhaustion,long,A,68,08:39.3,6703.09,,,,,6703.09,,,,BOFA-PURE,23.82,,1,-2.41,WIN,15.8,26.7,2.32,2,target,6724.79,6691.09,,,,7338415904,301174533.9,1482901925,
853,16-03-2026,Skew Charm,long,C,48,09:09.5,6705.41,,,,6715.41,10,,,,BOFA-PURE,23.78,,3,-2.41,WIN,13.2,24.38,4.74,1,target,6721.79,6685.41,,,,7338415904,301174533.9,1482901925,
854,16-03-2026,ES Absorption,bullish,B,36.6,35:32.5,6699.94,,6702.25,6679,,6699.94,6700,6675,23.25,BOFA-PURE,24.04,,3,,EXPIRED,0.5,4.75,-4.25,21,timeout,6712.25,6694.25,,,2.4,7188974033,179114389,1345629244,Vol 2.4x | Div 2/4
855,16-03-2026,Skew Charm,long,LOG,30,40:39.5,6700,,,,6710,10,,,,BOFA-PURE,23.99,,3,-2.16,EXPIRED,-0.7,-0.17,-6.28,16,timeout,,6680,,,,7173043418,140543873.7,1295955726,
856,17-03-2026,Skew Charm,short,A+,85,45:34.1,6746.34,6753,,,6736.34,10,,,,GEX-MESSY,22.19,,-1,-0.73,WIN,10.8,19.58,-7.96,35,target,6734.76,6766.34,,,,7994336319,1170552643,2687059260,
857,17-03-2026,ES Absorption,bullish,B,50.9,10:46.8,6741.64,,6744.5,6738,6773,31.36,6770,6680,4.25,GEX-MESSY,22.36,,1,,LOSS,-8,0.25,-9,4,stop,6753.25,6735.25,,,1.4,7983618077,1195892450,2721918180,Vol 1.4x | Div 2/4 | Para: GEX-MESSY | LIS: 6738 (6pt)
858,17-03-2026,DD Exhaustion,long,A-Entry,34,18:07.8,6726.76,,,,,6726.76,,,,SIDIAL-MESSY,22.59,,3,-0.51,WIN,-1,16.69,-12.5,78,target,6714.76,6714.76,,,,7818395675,983073918.4,2407177879,
859,17-03-2026,Skew Charm,long,A+,85,18:12.1,6726.76,,,,6736.76,10,,,,SIDIAL-MESSY,22.59,,3,-0.51,WIN,9.3,16.69,3.12,46,target,6735.45,6706.76,,,,7818395675,983073918.4,2407177879,
861,17-03-2026,Skew Charm,short,A+,85,25:36.1,6731.09,,,,6721.09,10,,,,AG-PURE,22.51,,-1,-0.54,WIN,10,17.9,-12.36,79,target,6721.1899,6751.09,,,,7794176208,956832960.9,2410187411,
860,17-03-2026,AG Short,short,A,75,35:06.0,6738.48,,,6742,6694,44.48,6760,6680,0.52,AG-PURE,22.24,,-1,-0.54,WIN,13.7,22.46,-7.8,78,target,6718.1899,6755.65,,,,7753972919,908454583.2,2332491813,
863,17-03-2026,Paradigm Reversal,long,A-Entry,45,38:36.7,6734.8,,,6734,,6734.8,,,0.8,SIDIAL-EXTREME,22.2,,1,-0.73,LOSS,-15,8.65,-16.13,57,stop,6744.8,6719.8,,,,7866069661,1041375513,2542129661,
862,17-03-2026,ES Absorption,bearish,B,35,42:20.0,6734.76,,6740.75,6734,,6734.76,6760,6680,6.25,SIDIAL-EXTREME,22.2,,-1,,WIN,10,10.75,-6.25,28,10pt,6730.25,6748.25,,,2.2,7803742714,960253788,2414205298,Vol 2.2x | Div 2/4 | LIS: 6734 (7pt)
864,17-03-2026,AG Short,short,A,75,44:06.5,6741.85,,,6743,6726,15.85,6760,6680,1.15,AG-PURE,21.98,,-1,-0.78,WIN,15.4,25.83,-4.43,57,target,6718.1899,6759.02,,,,7812534700,942183196.2,2387916292,
865,17-03-2026,DD Exhaustion,short,A,68,45:36.0,6742.26,6753,,,,6742.26,,,,AG-PURE,21.93,,-1,-0.78,WIN,17,29.07,-1.19,55,target,6718.1899,6754.26,,,,7875945758,1004561810,2481421722,
866,17-03-2026,Paradigm Reversal,short,A,70,57:07.6,6742.59,6754.5,,6744,,6742.59,,,1.41,SIDIAL-MESSY,21.95,,-1,-0.97,WIN,10,10.07,0.75,10,10pt,6732.59,6757.59,,,,7909450754,1045225860,2551539509,
867,17-03-2026,Skew Charm,short,A+,93,57:08.2,6742.59,6754.5,,,6732.59,10,,,,SIDIAL-MESSY,21.95,,-1,-0.97,WIN,9,16.07,0.75,21,target,6734.52,6762.59,,,,7909450754,1045225860,2551539509,
868,17-03-2026,DD Exhaustion,long,A-Entry,52,10:37.2,6726.52,,,,,6726.52,,,,SIDIAL-MESSY,22.37,,3,-0.84,LOSS,-12,8.19,-12.26,26,stop,,6714.52,,,,7791524629,861249735.6,2284013905,
869,17-03-2026,Skew Charm,long,A+,85,10:41.5,6726.52,,,,6736.52,10,,,,SIDIAL-MESSY,22.37,,3,-0.84,EXPIRED,-11.8,7.69,-12.58,286,timeout,,6706.52,,,,7791524629,861249735.6,2284013905,
870,17-03-2026,BofA Scalp,short,A,85,25:06.3,6729.71,6739.5,,6734,6720.14,9.57,,,2.29,BofA-LIS,22.42,,-3,-0.74,WIN,10,11.47,-4.57,20,10pt,6720.14,6746,6746,6720.14,,7719730834,765562480.2,2146366438,
871,17-03-2026,ES Absorption,bearish,B,42.8,31:10.4,6728.85,6742.5,6734.25,6723,,6728.85,6750,6680,11.25,BOFA-LIS,22.52,,-3,,WIN,10,11.75,-0.75,4,10pt,6724.25,6742.25,,,2.6,7815408336,871810729.6,2301375987,Vol 2.6x | Div 2/4 | LIS: 6723 (11pt)
872,17-03-2026,ES Absorption,bullish,B,41.2,34:52.5,6725.27,,6726.5,6723,,6725.27,6750,6680,3.5,BOFA-LIS,22.7,,3,,LOSS,-8,0,-10.5,2,stop,6736.5,6718.5,,,2.1,7749505623,797261781.3,2186670067,Vol 2.1x | Div 1/4 | LIS: 6723 (4pt)
873,17-03-2026,Skew Charm,long,A+,85,41:06.3,6717.75,,,,6727.75,10,,,,AG-PURE,23.03,,3,-0.31,WIN,7.8,13.7,-3.74,163,target,6723.45,6697.75,,,,7544613581,559931486.4,1814302654,
874,17-03-2026,AG Short,short,A,75,44:36.4,6721.15,6719.5,,6723,6699,22.15,6750,6680,1.85,AG-PURE,22.89,,-3,-0.21,EXPIRED,6.4,7.14,-10.3,252,timeout,,6741.15,,,,7581438727,613802352.6,1889888138,
875,17-03-2026,Paradigm Reversal,long,A,77.5,47:36.8,6723.97,,,6723,,6723.97,,,0.97,BOFA-MESSY,22.75,,3,-0.32,EXPIRED,-9.2,7.48,-9.96,249,timeout,6733.97,6708.97,,,,7648334985,694291040.9,1999722785,
876,17-03-2026,DD Exhaustion,long,A,68,50:06.5,6719.6,,,,,6719.6,,,,BOFA-MESSY,22.93,,3,-0.32,WIN,2.6,11.85,-5.59,247,target,6707.6,6707.6,,,,7718502767,749357947.1,2080447216,
877,17-03-2026,AG Short,short,A,75,53:06.4,6721.36,,,6722,6701,20.36,6750,6680,0.64,AG-LIS,22.83,,-3,-0.27,WIN,5,10.56,-2.2,25,target,6721.36,6741.36,,,,7675650141,670156377.8,1977395605,
879,17-03-2026,Skew Charm,long,C,40,12:37.2,6719.05,,,,6729.05,10,,,,AG-LIS,22.84,,3,-0.28,WIN,7.2,12.4,-1.76,131,target,6723.45,6699.05,,,,7591617984,499731799.9,1728217722,
878,17-03-2026,ES Absorption,bearish,A,58.8,14:02.2,6719.81,6721,6717.5,6733,6718,1.81,6750,6680,0.5,AG-LIS,22.83,,-3,,LOSS,-8,0,-8,6,stop,6710.5,6728.5,,,1.9,7629847742,551754150.7,1802007689,Vol 1.9x | Div 4/4 | Para: AG-LIS
880,17-03-2026,AG Short,short,A,75,19:36.3,6721.2,6721,,6721,6706,15.2,6750,6680,0.8,AG-LIS,22.74,,-3,-0.27,EXPIRED,6.4,6.45,-10.25,217,timeout,,6741.2,,,,7640043826,556029472.6,1816750289,
881,17-03-2026,DD Exhaustion,long,A,70,29:06.4,6720.98,,,,,6720.98,,,,AG-LIS,22.75,,3,-0.5,WIN,1.9,10.47,-6.23,208,target,6708.98,6708.98,,,,7738283184,660119791.3,1967145385,
883,17-03-2026,AG Short,short,A-Entry,65,43:06.9,6718.74,6719.5,,6721,6707,11.74,6750,6680,2.26,AG-PURE,22.73,,-3,-0.44,EXPIRED,4,3.99,-12.71,194,timeout,,6738.74,,,,7700272164,570512136.9,1846665460,
884,17-03-2026,Skew Charm,long,A,70,43:11.0,6718.74,,,,6728.74,10,,,,AG-PURE,22.73,,3,-0.44,WIN,7.4,12.71,0.21,101,target,6723.45,6698.74,,,,7700272164,570512136.9,1846665460,
882,17-03-2026,ES Absorption,bearish,A,58.8,43:21.2,6718.74,,6722,6737,6719,0.26,6750,6680,4.25,AG-LIS,22.73,,-3,,LOSS,-8,-0.25,-10.5,20,stop,6712,6730,,,2,7726830368,639790835,1935823820,Vol 2.0x | Div 2/4 | Para: AG-LIS | LIS: 6737 (15pt)
885,17-03-2026,DD Exhaustion,long,A-Entry,50,58:07.6,6721.51,,,,,6721.51,,,,AG-LIS,22.57,,3,-0.55,EXPIRED,-6.8,9.94,-6.76,179,timeout,,6709.51,,,,7706173768,605842240.6,1900246817,
886,17-03-2026,ES Absorption,bearish,B,36.9,59:12.1,6719.3,6721,6722.25,6731,6716,3.3,6750,6680,8.75,AG-LIS,22.63,,-3,,LOSS,-8,0,-10.25,4,stop,6712.25,6730.25,,,1.4,7706173768,605842240.6,1900246817,Vol 1.4x | Div 1/4 | Para: AG-LIS | LIS: 6731 (9pt)
887,17-03-2026,Skew Charm,long,C,40,04:10.8,6726.7,,,,6736.7,10,,,,AG-LIS,22.47,,3,-0.52,EXPIRED,-11.9,4.75,-11.95,173,timeout,,6706.7,,,,7697740659,570836314.6,1855361615,
888,17-03-2026,AG Short,short,A-Entry,60,04:40.0,6727.83,,,6732,6716,11.83,6750,6680,4.17,AG-LIS,22.41,,-3,-0.52,WIN,11.5,13.08,-3.62,172,target,6727.83,6747.83,,,,7697740659,570836314.6,1855361615,
889,17-03-2026,DD Exhaustion,long,A-Entry,50,23:59.9,6724.98,,,,,6724.98,,,,AG-LIS,22.39,,3,-0.67,EXPIRED,-10.2,6.47,-10.23,153,timeout,,6712.98,,,,7698957248,560155502.5,1867368952,
890,17-03-2026,DD Exhaustion,long,A,60,34:42.5,6723.78,,,,,6723.78,,,,AG-LIS,22.37,,3,-0.73,EXPIRED,-9,7.67,-9.03,142,timeout,,6711.78,,,,7806084221,669526393.9,2029244114,
891,17-03-2026,AG Short,short,A-Entry,65,48:45.8,6722.09,,,6724,6710,12.09,6750,6700,1.91,AG-LIS,22.44,-1.73,-3,-0.68,EXPIRED,7.3,7.34,-9.36,128,timeout,,6742.09,,,,7755990893,576360860.1,1894018383,
892,17-03-2026,DD Exhaustion,long,A-Entry,50,51:49.4,6722.16,,,,,6722.16,,,,AG-LIS,22.44,-1.73,3,-0.72,EXPIRED,-7.4,9.29,-7.41,125,timeout,,6710.16,,,,7775300180,598487376.5,1915375282,
893,17-03-2026,AG Short,short,A-Entry,65,55:26.4,6727.61,,,6729,6716,11.61,6750,6700,1.39,AG-LIS,22.23,-1.84,-3,-0.72,WIN,11.4,12.86,-3.84,121,target,6727.61,6747.61,,,,7770271863,588260728.5,1903549552,
894,17-03-2026,DD Exhaustion,long,A-Entry,53,02:55.8,6725.3,,,,,6725.3,,,,AG-LIS,22.23,-1.85,3,-0.87,EXPIRED,-10.6,6.15,-10.55,114,timeout,,6713.3,,,,7869523520,678489913.7,2021068719,
895,17-03-2026,Skew Charm,long,C,40,05:55.9,6727.56,,,,6737.56,10,,,,AG-LIS,22.15,-1.89,3,-0.87,EXPIRED,-12.8,3.89,-12.81,111,timeout,,6707.56,,,,7813848850,612407221.6,1932771952,
896,17-03-2026,Paradigm Reversal,long,A,68.8,07:57.1,6730.19,,,6732,,6730.19,,,1.81,BOFA-PURE,22.11,-1.9,3,-0.95,LOSS,-15,1.26,-15.44,109,stop,6740.19,6715.19,,,,7917647028,717942745.6,2086856441,
897,17-03-2026,BofA Scalp,short,A-Entry,70,08:56.2,6730.76,6737.5,,6732,6720.76,10,,,1.24,BOFA-PURE,22.09,-1.91,-3,-0.95,WIN,10,10.07,-0.69,16,10pt,6720.76,6744,6744,6720.76,,7917647028,717942745.6,2086856441,
899,17-03-2026,DD Exhaustion,long,A+,75,35:25.8,6719.84,,,,,6719.84,,,,BOFA-PURE,22.43,-1.75,1,-0.69,EXPIRED,-5.1,4.22,-5.09,81,timeout,,6707.84,,,,7758153258,523076742.3,1805019473,
900,17-03-2026,Skew Charm,long,C,38,37:55.8,6719.09,,,,6729.09,10,,,,BOFA-PURE,22.43,-1.75,1,-0.74,EXPIRED,-4.3,4.97,-4.34,79,timeout,,6699.09,,,,7804206437,578876496.7,1872870338,
898,17-03-2026,ES Absorption,bearish,A,62.5,51:39.8,6720.08,6721,6720.5,6710,,6720.08,6715,6700,15.5,BOFA-PURE,22.38,-1.72,-1,,EXPIRED,7.5,7.75,-2.5,65,timeout,6715.5,6733.5,,,2.1,7821487326,562751283.8,1858334595,Vol 2.1x | Div 2/4 | LIS: 6710 (10pt)
901,17-03-2026,DD Exhaustion,long,A+,80,05:25.9,6718.9,,,,,6718.9,,,,BOFA-PURE,22.32,-1.86,1,-0.85,EXPIRED,-4.1,5.16,-4.15,51,timeout,,6706.9,,,,7787290785,551543859.8,1837659485,
902,17-03-2026,Skew Charm,long,C,38,08:55.9,6718.19,,,,6728.19,10,,,,BOFA-PURE,22.43,-1.8,1,-0.85,EXPIRED,-3.4,5.87,-3.44,48,timeout,,6698.19,,,,7776464397,534851098,1812819185,
903,17-03-2026,DD Exhaustion,short,A-Entry,50,16:55.8,6723.48,6724,,,,6723.48,,,,BOFA-PURE,22.26,-1.87,1,-0.83,EXPIRED,8.7,8.73,-0.58,40,timeout,,6735.48,,,,7800782859,543804775.2,1844234379,
904,17-03-2026,Skew Charm,short,B,53,16:59.0,6723.48,6724,,,6713.48,10,,,,BOFA-PURE,22.26,-1.87,1,-0.83,EXPIRED,8.7,8.73,-0.58,40,timeout,,6743.48,,,,7800782859,543804775.2,1844234379,
905,17-03-2026,Skew Charm,long,LOG,30,39:26.0,6718.75,,,,6728.75,10,,,,BOFA-PURE,22.46,-1.77,1,-0.71,EXPIRED,-4,1.91,-4,17,timeout,,6698.75,,,,7775539992,523747963.8,1805783630,
906,17-03-2026,ES Absorption,bullish,B,40,50:00.1,6720.66,,6721,6713,,6720.66,6715,6720,10.5,BOFA-PURE,22.38,-1.77,1,,EXPIRED,-7.5,0.25,-7.75,7,timeout,6735.5,6717.5,,,3.2,7750411467,509630651.6,1787258727,Vol 3.2x | Div 2/4 | LIS: 6713 (8pt)
907,18-03-2026,Skew Charm,short,A+,85,48:40.6,6701.98,,,,6691.98,10,,,,AG-TARGET,22.82,-2.1,-1,0.48,WIN,6.2,10.32,-0.87,19,target,6699.66,6721.98,,,,7658814435,343125213.5,2028736106,
908,18-03-2026,DD Exhaustion,short,A,61,09:10.4,6702.07,,,,,6702.07,,,,AG-TARGET,22.6,-2.27,-1,0.38,WIN,13,21.1,1.91,7,target,6685.97,6714.07,,,,7676670381,313882736.3,2025389292,
909,18-03-2026,DD Exhaustion,long,A-Entry,24,15:45.3,6684.5,,,,,6684.5,,,,SIDIAL-EXTREME,23.09,-2.1,3,0.22,LOSS,-12,2.17,-15.25,11,stop,,6672.5,,,,7648007578,257770875.1,1943296142,
910,18-03-2026,Skew Charm,long,A+,85,15:45.9,6684.5,,,,6694.5,10,,,,SIDIAL-EXTREME,23.09,-2.1,3,0.22,LOSS,-20,4.19,-20.64,176,stop,,6664.5,,,,7648007578,257770875.1,1943296142,
911,18-03-2026,Skew Charm,short,A+,85,22:43.3,6685.45,6689.5,,,6675.45,10,,,,AG-TARGET,23.16,-2.13,-1,0.51,WIN,10.1,18.13,1.73,10,target,6675.3198,6705.45,,,,7605378339,222696155.6,1885660964,
913,18-03-2026,AG Short,short,A,75,44:13.3,6667.42,6669.5,,6677,6621,46.42,6750,6610,9.58,AG-TARGET,23.83,-1.93,-3,0.87,LOSS,-20,0.9,-20.27,22,stop,,6687.42,,,,7440184053,5581588.62,1598519370,
914,18-03-2026,Skew Charm,long,A+,85,46:13.2,6671.99,,,,6681.99,10,,,,AG-TARGET,23.67,-2.01,3,0.87,WIN,7.9,13.79,-5.47,16,target,6677.78,6651.99,,,,7434409625,11190309.25,1602103579,
912,18-03-2026,ES Absorption,bearish,B,38.4,48:45.8,6670.9,6669.5,6720,6677,6621,49.9,6750,6700,49.25,AG-TARGET,23.68,-1.95,-3,,LOSS,-8,2.75,-9.25,10,stop,6712.25,6730.25,,,1.5,7459084962,24001920.4,1619820494,Vol 1.5x | Div 3/4 | Para: AG-TARGET
915,18-03-2026,DD Exhaustion,long,A-Entry,49,50:13.5,6668.04,,,,,6668.04,,,,AG-TARGET,23.78,-1.94,3,1.04,WIN,12.8,20.65,0.59,28,target,6683.69,6656.04,,,,7458683748,36284335.53,1650738252,
916,18-03-2026,DD Exhaustion,short,A,68,59:43.3,6678.52,6689.5,,,,6678.52,,,,AG-TARGET,23.28,-2.14,-1,0.9,WIN,14.2,23.43,-8.9,216,target,6660.0898,6690.52,,,,7473145124,44295838.33,1668291535,
917,18-03-2026,Skew Charm,short,A+,85,59:46.8,6678.52,6689.5,,,6668.52,10,,,,AG-TARGET,23.28,-2.14,-1,0.9,WIN,6.1,10.24,-10.17,113,target,6676.28,6698.52,,,,7473145124,44295838.33,1668291535,
919,18-03-2026,DD Exhaustion,short,A,58,29:43.4,6680.47,6689.5,,,,6680.47,,,,AG-TARGET,23.31,-2.16,-1,0.66,WIN,15.2,25.38,-3.02,186,target,6660.0898,6692.47,,,,7608713052,137383368.9,1813746717,
918,18-03-2026,ES Absorption,bearish,B,49.1,31:45.4,6679.03,6689.5,6738,6665,,6679.03,6750,6700,32.5,SIDIAL-EXTREME,23.36,-2.29,-1,,LOSS,-8,3.25,-8.25,48,stop,6720.5,6738.5,,,5.2,7651736047,183680662.5,1891536937,Vol 5.2x | Div 1/4
920,18-03-2026,Skew Charm,short,A+,85,32:43.1,6680.42,6689.5,,,6670.42,10,,,,AG-TARGET,23.32,-2.15,-1,0.69,WIN,7.1,12.14,-4.73,80,target,6676.28,6700.42,,,,7611322744,135841684.5,1812222712,
921,18-03-2026,DD Exhaustion,short,A,62,06:43.2,6676.58,6689.5,,,,6676.58,,,,AG-TARGET,23.42,-2.15,-1,0.69,WIN,13.2,21.49,-6.15,149,target,6660.0898,6688.58,,,,7539676215,86537191.36,1713364793,
922,18-03-2026,Skew Charm,short,A,75,08:13.6,6677.58,6689.5,,,6667.58,10,,,,AG-TARGET,23.37,-2.18,-1,0.69,WIN,8.4,14.72,-5.98,87,target,6670.8599,6697.58,,,,7539676215,86537191.36,1713364793,
923,18-03-2026,DD Exhaustion,long,A-Entry,50,36:44.2,6670.19,,,,,6670.19,,,,AG-TARGET,23.58,-2.07,3,0.79,WIN,-1,11.3,-13.86,118,target,6658.19,6658.19,,,,7527847103,71329344.22,1701680419,
924,18-03-2026,Skew Charm,long,A,75,36:44.8,6670.19,,,,6680.19,10,,,,AG-TARGET,23.58,-2.07,3,0.79,WIN,6.1,10.14,0.24,24,target,6672.33,6650.19,,,,7527847103,71329344.22,1701680419,
925,18-03-2026,DD Exhaustion,short,A,70,39:13.8,6674.5,6681.5,,,,6674.5,,,,AG-TARGET,23.43,-2.13,-1,0.79,WIN,12.6,20.29,-6.99,123,target,6659.21,6686.5,,,,7439055732,-37305133.22,1540282820,
926,18-03-2026,Skew Charm,short,A,75,44:43.6,6674.83,6681.5,,,6664.83,10,,,,SIDIAL-EXTREME,23.45,-2.12,-1,0.7,WIN,7,11.97,-5.5,50,target,6670.8599,6694.83,,,,7484083097,40338534.35,1643870905,
927,18-03-2026,DD Exhaustion,long,A-Entry,45,11:44.4,6668,,,,,6668,,,,AG-TARGET,23.64,-1.99,3,0.86,WIN,-1,13.49,-12.91,83,target,6656,6656,,,,7494031421,31659632.28,1634513868,
928,18-03-2026,Skew Charm,long,A,75,12:42.5,6664.84,,,,6674.84,10,,,,AG-TARGET,23.74,-1.96,3,0.86,WIN,9.3,16.65,-1.55,58,target,6673.49,6644.84,,,,7494031421,31659632.28,1634513868,
929,18-03-2026,Skew Charm,short,A,75,23:14.1,6668.23,,,,6658.23,10,,,,AG-PURE,23.66,-1.96,-1,0.87,WIN,7.6,13.14,-13.26,73,target,6663.0898,6688.23,,,,7462695099,-23857556.34,1561256647,
930,18-03-2026,DD Exhaustion,short,A-Entry,40,27:44.8,6667.62,6669.5,,,,6667.62,,,,SIDIAL-EXTREME,23.65,-1.97,-1,0.86,LOSS,-12,4.76,-13.59,32,stop,,6679.62,,,,7478461372,-12661174.47,1581015680,
931,18-03-2026,Skew Charm,short,A,75,55:43.7,6672.44,6681.5,,,6662.44,10,,,,SIDIAL-EXTREME,23.43,-2.04,-1,0.74,WIN,9.7,17.35,-9.05,40,target,6663.0898,6692.44,,,,7442300426,-46878227.9,1556501412,
932,18-03-2026,DD Exhaustion,short,A+,75,59:43.7,6675.92,6689.5,,,,6675.92,,,,SIDIAL-EXTREME,23.27,-2.12,-1,0.69,WIN,12.9,20.83,-5.57,36,target,6660.0898,6687.92,,,,7464356551,-20438303.4,1577054106,
933,18-03-2026,DD Exhaustion,short,A-Entry,51,21:00.6,6667.31,,,,,6667.31,,,,SIDIAL-EXTREME,23.44,-2.02,-1,0.51,WIN,15,24.97,-3.36,42,target,6647.3398,6679.31,,,,7461314167,-112770787.8,1486342839,
934,18-03-2026,Skew Charm,short,A,70,21:33.3,6667.05,,,,6657.05,10,,,,SIDIAL-EXTREME,23.45,-2.03,-1,0.51,WIN,7,11.96,-3.62,14,target,6663.0898,6687.05,,,,7461314167,-112770787.8,1486342839,
935,18-03-2026,DD Exhaustion,long,A,58,35:01.9,6657.71,,,,,6657.71,,,,AG-LIS,23.78,-1.89,3,0.59,LOSS,-12,9.38,-13.37,19,stop,,6645.71,,,,7469804716,-115762489.4,1479174906,
936,18-03-2026,Skew Charm,long,LOG,33,36:01.7,6659.01,,,,6669.01,10,,,,AG-LIS,23.69,-1.94,3,0.59,LOSS,-20,8.08,-20.41,45,stop,,6639.01,,,,7469804716,-115762489.4,1479174906,
937,18-03-2026,Paradigm Reversal,long,A-Entry,53.8,38:01.9,6666.41,,,6662,,6666.41,,,4.41,BOFA-MESSY,23.49,-2.03,3,0.92,LOSS,-15,-2.34,-15.96,13,stop,6676.41,6651.41,,,,7431973596,-169821127.1,1405306472,
938,18-03-2026,GEX Long,long,A-Entry,72,47:01.3,6656.59,,,6652,6670,13.41,6725,6650,4.59,GEX-LIS,23.78,-1.93,3,0.76,LOSS,-8,2.25,-8.7,6,stop,,6648.59,,,,7444213884,-165704910.9,1408950073,
940,18-03-2026,GEX Long,long,A-Entry,65,51:01.1,6652.73,,,6649,6670,17.27,6740,6640,3.73,GEX-LIS,23.86,-1.9,3,0.76,LOSS,-8,-0.26,-8.39,3,stop,,6644.73,,,,7455193841,-210195192.7,1349485851,
