id,ts_et,trade_date,setup_name,direction,grade,paradigm,spot,lis,target,greek_alignment,overvix,vix,vix3m,vix_vix3m_ratio,outcome_result,outcome_pnl,outcome_max_profit,outcome_max_loss,d_has_context,d_apollo_am,d_apollo_pm,d_pro_bias,d_regime_tags,d_named_patterns,d_key_levels,d_bias_alignment,d_bias_score,d_apollo_paradigm_match,d_near_discord_level,d_align_score,d_align_strong,d_aligned,d_pat_backside_short,d_pat_fade_rally_undervix_exhaustion,d_pat_apollo_fade_call,d_pat_volatility_spike_pause_candidate,d_pat_dd_concentration_magnet,d_pat_darkmatter_vanna_walk,d_pat_108_orders_7300,d_pat_wizard_vix_warning,d_pat_jpm_collar_short,d_pat_apollo_iceberg_3k_seller_7430,d_pat_vanna_tower_sequential,d_pat_darkmatter_breadth,d_pat_gex_pure,d_pat_yahya_dealer_setup_long,d_pat_darkmatter_target,d_pat_never_under,d_pat_apollo_weekly_top_call_6650,d_pat_gap_day,d_reg_overvixed,d_reg_holiday_closed,d_reg_watch_vix,d_reg_undervixing,d_reg_overvixing,d_reg_dd_supportive,d_reg_undervixing_extreme,d_reg_rally,d_reg_negative_vanna_both_weeks,d_reg_geopolitical_overnight_gap,d_reg_breadth_divergence_warning,d_reg_gap_up_3pct,d_reg_trump_iran_headline,d_reg_overvixed_choppy,d_reg_vanna_supportive_pm,d_reg_slightly_overvixing,d_reg_ceasefire_pop,d_reg_large_neg_dd,d_reg_selloff,d_reg_vol_elevated,d_reg_flow_divergence_warning,d_reg_negative_vanna_tenors,d_reg_dd_neutral_pm
2348,2026-04-29 15:16:59.651818,2026-04-29,DD Exhaustion,LONG,B,BOFA-PURE,7135.53,,,1,-2.49,18.27,20.739999771118164,0.8809064706665135,EXPIRED,-2.3,1.05,-10.66,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2349,2026-04-29 15:16:59.691176,2026-04-29,Skew Charm,LONG,B,BOFA-PURE,7135.53,,7145.53,1,-2.49,18.27,20.739999771118164,0.8809064706665135,EXPIRED,-2.3,1.05,-10.66,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2344,2026-04-29 15:30:00.187197,2026-04-29,ES Absorption,BEARISH,LOG,BOFA-PURE,7132.29,7127.0,,1,-2.38,18.34,20.829999923706055,0.8804608769646584,EXPIRED,-4.0,7.5,-4.25,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2350,2026-04-29 15:33:57.432807,2026-04-29,GEX Long,LONG,A+,GEX-PURE,7126.2,7126.0,7138.0,-1,-2.44,18.51,20.889999389648438,0.8860699157881359,EXPIRED,8.4,8.98,1.18,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2351,2026-04-29 15:44:00.257976,2026-04-29,Paradigm Reversal,SHORT,A-Entry,BOFA-PURE,7128.84,7132.0,,1,-2.45,18.49,20.940000534057617,0.8829990223699926,EXPIRED,-4.4,0.71,-5.01,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2352,2026-04-29 15:59:45.574252,2026-04-29,ES Absorption,BEARISH,LOG,GEX-PURE,7132.77,7132.0,7138.0,3,-2.51,18.44,20.90999984741211,0.8818747075353134,EXPIRED,0.2,1.0,-0.75,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2353,2026-04-30 09:45:28.974446,2026-04-30,Skew Charm,LONG,A,BOFA-PURE,7152.83,,7162.83,1,-2.76,17.99,20.809999465942383,0.8644882489998333,LOSS,-14.0,1.85,-14.98,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2354,2026-04-30 10:00:58.988738,2026-04-30,BofA Scalp,SHORT,A-Entry,BOFA-PURE,7138.53,7141.0,7128.53,1,-2.75,18.03,20.809999465942383,0.8664104018603112,WIN,10.0,11.23,-5.85,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2355,2026-04-30 10:02:31.774657,2026-04-30,DD Exhaustion,LONG,B,BOFA-PURE,7144.38,,,1,-2.78,17.93,20.719999313354492,0.8653475190244685,LOSS,-12.0,-0.91,-12.98,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2356,2026-04-30 10:13:59.031324,2026-04-30,VIX Divergence,LONG,A+,SIDIAL-EXTREME,7139.02,,7239.02,1,-2.79,17.88,20.760000228881836,0.8612716668049402,WIN,0.8,8.75,-4.75,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2357,2026-04-30 10:16:31.557436,2026-04-30,BofA Scalp,LONG,A-Entry,BOFA-PURE,7131.44,7131.0,7141.44,1,-2.76,17.99,20.729999542236328,0.8678244282324407,WIN,10.0,13.73,-5.29,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2358,2026-04-30 10:16:59.067274,2026-04-30,Skew Charm,LONG,A+,BOFA-PURE,7127.3,,7137.3,1,-2.75,18.06,20.729999542236328,0.8712011769804269,WIN,12.9,17.87,-1.15,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2359,2026-04-30 10:28:43.793451,2026-04-30,ES Absorption,BULLISH,A,BOFA-PURE,7138.19,7129.0,,1,-2.77,17.8,20.649999618530273,0.8619854880785167,LOSS,-8.0,8.0,-8.0,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2360,2026-04-30 10:41:31.533906,2026-04-30,DD Exhaustion,LONG,C,BOFA-PURE,7140.16,,,1,-2.82,17.78,20.649999618530273,0.8610169650582038,WIN,16.1,27.25,1.5,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2361,2026-04-30 10:49:59.018799,2026-04-30,Skew Charm,LONG,A,BOFA-PURE,7151.32,,7161.32,1,-2.87,17.57,20.459999084472656,0.8587488165302064,WIN,11.1,16.09,-0.08,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2362,2026-04-30 11:20:31.562098,2026-04-30,DD Exhaustion,LONG,B,SIDIAL-EXTREME,7164.0,,,1,-2.99,17.37,20.360000610351562,0.8531433928920726,WIN,29.1,53.19,-6.03,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2363,2026-04-30 11:20:59.137460,2026-04-30,Skew Charm,LONG,A+,SIDIAL-EXTREME,7164.3,,7174.3,1,-2.99,17.37,20.360000610351562,0.8531433928920726,WIN,7.8,12.77,-6.33,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2365,2026-04-30 11:53:31.439717,2026-04-30,DD Exhaustion,LONG,A,SIDIAL-EXTREME,7167.75,,,1,-3.04,17.33,20.3700008392334,0.8507608878749655,WIN,27.2,49.44,-5.56,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2364,2026-04-30 11:59:52.807252,2026-04-30,ES Absorption,BEARISH,C,SIDIAL-EXTREME,7169.77,7128.0,,-1,-3.01,17.39,20.399999618530273,0.8524509963325613,LOSS,-8.0,5.0,-8.25,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2366,2026-04-30 12:10:59.081093,2026-04-30,Skew Charm,LONG,A+,SIDIAL-EXTREME,7170.09,,7180.09,1,-2.99,17.4,20.3799991607666,0.8537782490931903,WIN,42.1,47.1,-7.9,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2368,2026-04-30 12:23:31.512442,2026-04-30,DD Exhaustion,LONG,B,BOFA-PURE,7174.09,,,1,-2.95,17.44,20.3700008392334,0.8561609858360878,WIN,24.0,43.1,-11.9,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2369,2026-04-30 12:25:29.008926,2026-04-30,BofA Scalp,LONG,A,BOFA-PURE,7170.75,7166.0,7180.75,1,-2.92,17.47,20.3799991607666,0.8572129891757492,EXPIRED,-7.1,4.89,-7.07,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2370,2026-04-30 12:41:59.072621,2026-04-30,Skew Charm,LONG,A,BOFA-PURE,7172.37,,7182.37,-1,-2.93,17.45,20.350000381469727,0.8574938414197572,WIN,39.8,44.82,-10.18,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2367,2026-04-30 12:51:42.138965,2026-04-30,ES Absorption,BEARISH,C,SIDIAL-EXTREME,7168.09,7168.0,,-1,-2.99,17.46,20.360000610351562,0.8575638249795963,LOSS,-8.0,5.0,-8.0,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2371,2026-04-30 13:00:01.766501,2026-04-30,DD Exhaustion,LONG,B,SIDIAL-EXTREME,7166.43,,,1,-2.95,17.46,20.40999984741211,0.8554630147248063,WIN,27.9,50.76,1.7,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2373,2026-04-30 13:11:59.147503,2026-04-30,Skew Charm,LONG,B,BOFA-PURE,7176.45,,7186.45,1,-2.96,17.34,20.299999237060547,0.8541872242213366,WIN,35.7,40.74,-1.0,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2374,2026-04-30 13:32:31.779977,2026-04-30,DD Exhaustion,LONG,B,BOFA-PURE,7185.72,,,1,-2.95,17.33,20.270000457763672,0.8549580467997663,WIN,18.2,31.47,-1.01,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2375,2026-04-30 13:43:01.681105,2026-04-30,Skew Charm,LONG,A,BOFA-PURE,7186.05,,7196.05,1,-2.98,17.28,20.25,0.8533333333333334,WIN,26.1,31.14,1.01,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2372,2026-04-30 13:45:19.322191,2026-04-30,ES Absorption,BEARISH,B,BOFA-PURE,7187.26,7162.0,,1,-2.98,17.25,20.260000228881836,0.8514313822864177,LOSS,-8.0,0.5,-8.25,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2376,2026-04-30 13:51:31.474097,2026-04-30,DD Exhaustion,SHORT,B,BOFA-PURE,7190.09,,,1,-2.97,17.28,20.239999771118164,0.8537549503660574,LOSS,-12.0,0.84,-12.12,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2377,2026-04-30 13:52:28.982827,2026-04-30,Skew Charm,SHORT,A,BOFA-PURE,7189.82,,7179.82,1,-2.96,17.29,20.25,0.8538271604938271,LOSS,-14.0,0.57,-14.95,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2378,2026-04-30 14:14:29.174208,2026-04-30,BofA Scalp,SHORT,A+,BOFA-PURE,7201.57,7199.0,7184.45,-1,-2.95,17.28,20.239999771118164,0.8537549503660574,EXPIRED,-8.1,0.4,-10.32,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2379,2026-04-30 14:24:31.494698,2026-04-30,DD Exhaustion,SHORT,C,BOFA-PURE,7200.94,,,3,-2.98,17.29,20.270000457763672,0.8529846871995361,LOSS,-12.0,1.11,-13.02,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2380,2026-04-30 14:28:59.057751,2026-04-30,Skew Charm,SHORT,B,BOFA-PURE,7201.05,,7191.05,3,-2.99,17.3,20.290000915527344,0.8526367284074796,LOSS,-14.0,-0.84,-15.34,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2381,2026-04-30 14:42:31.385320,2026-04-30,Vanna Pivot Bounce,LONG,B,,7209.76,,7219.76,-3,-3.04,17.21,20.229999542236328,0.8507167765411388,WIN,10.0,10.07,-3.63,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2382,2026-04-30 14:55:01.472304,2026-04-30,DD Exhaustion,SHORT,LOG,AG-LIS,7209.0,,,3,-2.99,17.28,20.290000915527344,0.8516510212070085,EXPIRED,-2.1,2.87,-10.83,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2383,2026-04-30 14:58:59.014985,2026-04-30,Skew Charm,SHORT,LOG,AG-LIS,7206.77,,7196.77,3,-3.04,17.25,20.270000457763672,0.8510113275993059,EXPIRED,-4.3,0.13,-13.06,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2384,2026-04-30 15:07:01.480223,2026-04-30,Vanna Pivot Bounce,LONG,B,,7211.36,,7221.36,-3,-3.12,17.13,20.239999771118164,0.8463438830885741,EXPIRED,-0.3,8.47,-0.98,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2385,2026-04-30 15:10:36.300880,2026-04-30,Delta Absorption,BEARISH,B,AG-LIS,7212.65,7239.0,,2,-3.1,17.11,20.219999313354492,0.8461919179541978,LOSS,-4.0,4.0,-4.5,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2386,2026-04-30 15:29:58.873735,2026-04-30,Skew Charm,SHORT,LOG,AG-LIS,7213.94,,7203.94,1,-3.12,17.2,20.299999237060547,0.847290672238004,EXPIRED,2.8,3.02,-5.89,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2387,2026-05-01 09:49:26.817108,2026-05-01,Skew Charm,SHORT,A,GEX-TARGET,7245.94,,7235.94,1,-3.33,16.61,19.959999084472656,0.8321643668271158,LOSS,-14.0,3.19,-15.48,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2389,2026-05-01 10:03:59.558875,2026-05-01,DD Exhaustion,SHORT,B,GEX-PURE,7268.4,,,1,-3.32,16.57,19.920000076293945,0.8318273060510348,WIN,13.3,21.55,-4.12,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2390,2026-05-01 10:05:56.848360,2026-05-01,GEX Velocity,LONG,A,GEX-PURE,7262.31,7256.0,7281.0,-1,-3.35,16.61,19.889999389648438,0.8350930371895595,LOSS,-8.0,7.7,-10.42,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2388,2026-05-01 10:08:58.509943,2026-05-01,ES Absorption,BEARISH,C,GEX-TARGET,7264.28,7246.0,7253.0,1,-3.34,16.51,19.90999984741211,0.829231548293857,LOSS,-8.0,0.5,-9.0,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2391,2026-05-01 10:21:57.298873,2026-05-01,Skew Charm,SHORT,A+,GEX-PURE,7271.06,,7261.06,1,-3.34,16.52,19.860000610351562,0.831822733751042,WIN,19.2,24.21,-1.46,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2392,2026-05-01 10:26:54.516037,2026-05-01,ES Absorption,BEARISH,C,GEX-PURE,7267.54,7256.0,7281.0,1,-3.38,16.55,19.90999984741211,0.8312405889923279,WIN,10.0,14.75,-5.0,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2393,2026-05-01 10:34:56.892851,2026-05-01,GEX Long,LONG,A-Entry,GEX-PURE,7254.4,7254.0,7277.0,-1,-3.36,16.66,19.969999313354492,0.8342514057503746,LOSS,-8.0,2.66,-9.85,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2394,2026-05-01 10:35:38.234963,2026-05-01,SB2 Absorption,BEARISH,B,GEX-PURE,7254.9,,,2,-3.36,16.65,19.969999313354492,0.8337506546064667,WIN,20.0,21.25,-2.0,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2395,2026-05-01 10:43:29.558319,2026-05-01,DD Exhaustion,SHORT,B,GEX-PURE,7253.74,,,1,-3.32,16.69,20.030000686645508,0.8332500962482559,LOSS,-12.0,9.19,-12.0,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2396,2026-05-01 10:52:27.758201,2026-05-01,Skew Charm,SHORT,A+,GEX-PURE,7254.47,,7244.47,1,-3.33,16.67,20.020000457763672,0.8326673136281296,WIN,9.0,13.97,-12.42,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2397,2026-05-01 11:16:29.652884,2026-05-01,DD Exhaustion,SHORT,B,GEX-PURE,7254.45,,,1,-3.31,16.72,20.030000686645508,0.8347478495668567,LOSS,-12.0,1.8,-12.44,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2398,2026-05-01 11:20:04.689708,2026-05-01,ES Absorption,BULLISH,A,GEX-PURE,7253.56,7235.0,7261.0,-1,-3.31,16.73,20.040000915527344,0.8348303011821373,WIN,10.0,13.75,-2.75,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2399,2026-05-01 11:22:56.895349,2026-05-01,Skew Charm,SHORT,A+,GEX-PURE,7254.8,,7244.8,1,-3.32,16.7,20.010000228881836,0.8345826990994092,WIN,9.3,14.3,-12.09,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401,2026-05-01 11:35:56.897222,2026-05-01,GEX Long,LONG,A-Entry,GEX-PURE,7255.87,7253.0,7275.0,-1,-3.33,16.74,20.049999237060547,0.8349127499744576,WIN,8.0,11.02,-0.39,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402,2026-05-01 11:48:59.315420,2026-05-01,DD Exhaustion,SHORT,B,GEX-PURE,7265.98,,,1,-3.35,16.67,20.020000457763672,0.8326673136281296,WIN,15.2,25.48,-0.91,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403,2026-05-01 11:54:00.390669,2026-05-01,Skew Charm,SHORT,A+,GEX-PURE,7256.07,,7246.07,1,-3.31,16.81,20.1200008392334,0.8354870426854557,WIN,10.6,15.57,-3.91,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400,2026-05-01 11:57:15.039979,2026-05-01,ES Absorption,BEARISH,B,GEX-PURE,7259.98,7235.0,7258.0,1,-3.33,16.77,20.110000610351562,0.8339134505728305,WIN,10.0,10.75,-1.75,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404,2026-05-01 12:00:43.454918,2026-05-01,SB2 Absorption,BEARISH,A,GEX-PURE,7258.34,,,2,-3.32,16.82,20.149999618530273,0.8347394698971632,WIN,20.0,20.75,-0.25,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2405,2026-05-01 12:06:27.151602,2026-05-01,VIX Divergence,SHORT,A+,GEX-PURE,7254.61,,7154.61,1,-3.31,16.88,20.170000076293945,0.8368864618815384,WIN,10.0,20.76,0.0,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2407,2026-05-01 12:20:29.436801,2026-05-01,DD Exhaustion,SHORT,B,GEX-PURE,7253.34,,,1,-3.34,16.84,20.190000534057617,0.8340762533212097,WIN,13.5,21.95,-1.07,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2408,2026-05-01 12:24:26.780763,2026-05-01,Skew Charm,SHORT,A,GEX-PURE,7249.61,,7239.61,1,-3.3,16.92,20.43000030517578,0.8281938202278661,WIN,6.5,11.49,-0.21,0,,,,,,[],no_bias,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
